rank,score,title,namespace,assembly,url
2292,161,DirectShapeTypeUserAssignability Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2d6edb93-3c18-dc5b-e13b-95b135509de4.htm
2293,161,ApplyViewTemplateParameters Method,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2e27f324-a743-85d3-e232-13df5dbcf58e.htm
2294,161,BoxPlacement Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2ecf1f45-4890-8b9f-3de7-8d0eebeb7ce7.htm
2295,161,EndCapCondition Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2ee406b8-42de-d7cd-e628-cf7c0c32dec0.htm
2296,161,SortingOrder Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2ee6b86d-803f-3da1-6eaf-816ff611402a.htm
2297,161,CircuitNumberingOption Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/2f1f8c9e-812f-ac3c-bf3e-3bfd748635b5.htm
2298,161,CannotPasteModelPlusViewSpecificElementsIntoView Property,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/2fc2d211-38de-6e5d-473d-8e72b8529ed2.htm
2299,161,PlasticvinylApplicationType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/3167bb0d-dd9f-ee97-81d6-e619c3b4ae9c.htm
2300,161,NavisworksCoordinates Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3193a60a-2903-0571-97eb-9815a1a003bd.htm
2301,161,AreaElemType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/32fba1d0-a415-1acc-31be-b62afa4bfe53.htm
2302,161,ZJustification Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/352abb3c-fd59-298e-94f6-63709b2b3d84.htm
2303,161,BentFabricStraightWiresLocation Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/366283e6-dcb6-d863-13e0-32937d93a499.htm
2304,161,WaveDistributionType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/36633e2e-86a9-a445-8beb-a59c669af475.htm
2305,161,"GetAssociatedZoneEquipment Method (Document, ElementId)",Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/3668167f-4abc-763c-45b2-24cf02545dea.htm
2306,161,MetallicpaintTopcoatType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/36f13024-5f47-2de8-317a-b48da018f14d.htm
2307,161,MultiplanarOption Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/37cc5a15-0771-41dd-4456-6820c7cef725.htm
2308,161,LayeredNdfType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/383ff329-5f89-7d95-7b0e-dcdcfc3b219f.htm
2309,161,HorizontalAlignmentStyle Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/389f81df-bc4d-6d65-812d-aa7ca3d3c42a.htm
2310,161,MaterialPropertyPathType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/38cbac37-6832-2aa2-1922-8bd6b4f2c377.htm
2311,161,ColumnAttachmentJustification Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/39a5a31b-dc66-8db0-1f12-07c22e3bac09.htm
2312,161,RenderNodeAction Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/39f98799-628b-8d65-765c-ca86949ce7ed.htm
2313,161,CutFailureReason Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/3ab731f0-b37a-49b9-0419-b5ca48df783d.htm
2314,161,DuctShape Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/3b512e73-a626-b0a0-42b7-a8bd0f6e2ca9.htm
2315,161,YJustification Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/3f22ee55-5f27-bd05-2947-e023528a719a.htm
2316,161,AnalyticalNodeConnectionStatus Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/40b4bfd9-4c97-acc9-3759-66756d8e5d4a.htm
2317,161,AnalysisDisplayStyleVectorTextType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/40d48742-9b8f-98a6-1785-91123708e238.htm
2318,161,"GetValidTypes Method (Document, ICollection(ElementId))",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/43dc2992-0b0d-ca73-d63c-2ac829bf1a89.htm
2319,161,RebarDeformationType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/43f6921e-179f-ce9d-5209-f1182bf50d14.htm
2320,161,BooleanOperationsType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/46aeb9cd-4b44-0dcf-6f78-469c1271f5d4.htm
2321,161,LightAndMaterialAccuracyMode Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/47b82b85-fc31-5228-b679-73b7da543487.htm
2322,161,RevisionVisibility Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/486d8b1e-811d-fd43-d2a4-a4eef4e53538.htm
2323,161,MarginType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4a29699a-d8b0-c54b-6fb6-c831d3569435.htm
2324,161,"Create Method (Document, Element, IList(CurveLoop), XYZ, XYZ, ElementId, ElementId)",Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/4a88ee1b-9a7b-47f3-f4d9-8f30c2526a0c.htm
2325,161,AllowLargeGeometry Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/4b5a3532-d4f3-4cc3-ca7f-d75cb3ba719f.htm
2326,161,ControlShape Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4c6c924f-bb86-35de-f160-b2c70905f4bf.htm
2327,161,StairsRunJustification Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/4d75bda7-267b-dc0e-286a-b5efb839655f.htm
2328,161,ArrayAnchorMember Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4e138a54-bc03-a66f-831b-7ab88f15677e.htm
2329,161,TreadNosingPosition Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/4eabcfcb-1df9-3eec-d78e-5306b3f712e2.htm
2330,161,SurfaceNdfType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/4f4b4727-20bc-b161-ade5-b750a7e9c8f4.htm
2331,161,FramingShapeClassification Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4f5071f8-2c67-fbb7-b684-dd28dd0173f2.htm
2332,161,DetachFromCentralOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4f5d4de3-7c57-890a-e158-329ae1be884b.htm
2333,161,RailSupportJustification Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/4f72a67f-23eb-5b4c-2cc1-77731e5599ea.htm
2334,161,ConnectorDomainType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4f9ca54b-91bc-51c2-8ad1-3b0808631c83.htm
2335,161,PointCloudFoundStatus Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/4fde9174-a6f0-1ba4-7b87-c8ca5cb034d9.htm
2336,161,ACADVersion Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/514f9d4f-9ef1-2f6d-abe8-c73dcdb1063a.htm
2337,161,CircuitConnectionType Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/51ed3bd4-ffc7-b727-5e54-5dbee8fb3e11.htm
2338,161,RailingSlopeOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/5399a679-85e7-9d6d-2ed3-f82f5bfe2785.htm
2339,161,TilePatternsBuiltIn Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5418b933-518e-3ceb-f2d5-40b60409a705.htm
2340,161,AnalysisDisplayStyleMarkerType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/54386202-c4ca-68af-601e-9bb6bb098a09.htm
2341,161,LightDistributionStyle Enumeration,Autodesk.Revit.DB.Lighting,RevitAPI,https://www.revitapidocs.com/2024/54a4212a-9694-5032-bdc4-a7cc0603f0e1.htm
2342,161,RebarShapeDefinitionByArcType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/555907d2-578b-026a-347c-8900bcf538d8.htm
2343,161,InsertOrientation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/56071e06-8677-f30a-f026-425dc1d98dd2.htm
2344,161,ConceptualConstructionOpeningType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/562a88f7-3d67-367e-63a1-ac4e7ec3b884.htm
2345,161,ImageFileType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/581facef-c495-9017-8e99-2181078d11a5.htm
2346,161,ACAObjectPreference Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5847912a-f0b8-1c78-e84f-6426cb07277b.htm
2347,161,RailSupportsLayout Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/58c35d10-0327-cea3-18a3-6ee3db6ddb4c.htm
2348,161,CircuitType Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/58f65579-ed78-e37e-ad41-983a516afa22.htm
2349,161,DataExchangeMessageSeverity Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/58faa4d4-5f07-500e-e6e4-477c4449a0cd.htm
2350,161,SlantedOrVerticalColumnType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5969d528-eb60-e268-f09e-38aca3179c14.htm
2351,161,OutdoorAirFlowStandard Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/5aa1ae64-d85c-d760-e366-23bef6fd3f73.htm
2352,161,LightShapeStyle Enumeration,Autodesk.Revit.DB.Lighting,RevitAPI,https://www.revitapidocs.com/2024/5ac5e53b-c8d1-538d-40ba-7e8a5e936341.htm
2353,161,ConditionType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/5acc523b-0e2a-1b49-6139-304522c0acf5.htm
2354,161,ZoneEquipmentHvacType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/5b150bae-ce98-4ad1-9531-7b8caa5f3dd1.htm
2355,161,PipeFlowConfigurationType Enumeration,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/5c43fb93-bf62-2011-1303-9c50d6a47632.htm
2356,161,FabricationPartJustification Enumeration,Autodesk.Revit.DB.Fabrication,RevitAPI,https://www.revitapidocs.com/2024/5c6c9daf-4547-01f1-9ba8-39a970ca9e68.htm
2357,161,PageOrientationType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5d1792e2-758f-3ec3-c1d8-61b186180a2f.htm
2358,161,PrinterResolution Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/5d92da01-ee52-bab1-01fe-ac060a51a746.htm
2359,161,HardwoodFinishType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/5f62de81-1348-b07e-8e93-8a5ded0d4b45.htm
2360,161,DatumEnds Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/60cdd5d4-8c6c-320b-7b8b-1cc4487edd9c.htm
2361,161,ConnectorGenderType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/617658fc-73a1-99a4-7ce9-3663dcc2ffc8.htm
2362,161,UnderlayOrientation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/62de257b-9b27-9a43-a15d-a3dba5c87e16.htm
2363,161,ExternalServiceResult Enumeration,Autodesk.Revit.DB.ExternalService,RevitAPI,https://www.revitapidocs.com/2024/63c83d88-92c7-5283-8b39-efb0baeedcd8.htm
2364,161,ProgressStage Enumeration,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/641d9262-094b-53bc-3909-1b8566f15d3e.htm
2365,161,"Create Method (Document, ElementId, IList(CurveLoop), IList(XYZ), IList(Int32), IList(Int32), AreaLoadType)",Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/648a9838-3e26-df6b-f68f-5534b1ac1485.htm
2366,161,MassSurfaceDataSource Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/64d3b063-b6d0-3e99-734d-8bc2f60af016.htm
2367,161,StairsTextOrientation Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/6825f568-2bac-7041-0a48-1cb16713da1a.htm
2368,161,CircuitSequence Enumeration,Autodesk.Revit.DB.Electrical,RevitAPI,https://www.revitapidocs.com/2024/6875e36f-34fd-160c-1c64-69e75d0cd30f.htm
2369,161,AnalyticalStructuralRole Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/687bab2b-0ad0-9dd9-f733-8e1a9e5fd44f.htm
2370,161,ColorDepthType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/68f2abd4-0f9c-01c0-47da-e228518f7d37.htm
2371,161,BackClippingParam Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6ab9354f-8dbb-2f17-68d0-8de124e28125.htm
2372,161,FittingAndAccessoryCalculationType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6bc45325-d5e3-c389-d30a-39a3e6799103.htm
2373,161,DirectShapeReferencingOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/6c3c17c6-8b68-27da-aba4-cf62da3ec58c.htm
2374,161,BRepType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7006d069-f606-c27a-8c77-30cbdbc263d1.htm
2375,161,ListType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7163554f-3446-22eb-afa4-5490d5df29c8.htm
2376,161,WidthMeasuredAt Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/71ec86d8-1032-1d91-0114-bc29d8e5d48b.htm
2377,161,ThermalMaterialType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/73446ebc-6ebf-855c-aadc-a4d4291cc082.htm
2378,161,ShellLayerType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/75c640b9-9904-7882-43fc-a4dfc25ff53c.htm
2379,161,FillPatternHostOrientation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/77580679-4563-f4f8-0253-af7215d4dea6.htm
2380,161,NumberSystemJustifyOption Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/79101502-12b0-a9e3-06d1-5e5124e41261.htm
2381,161,BackgroundImageFit Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7948e97e-d74a-3b6a-e2fd-eb82bfdac7f0.htm
2382,161,EnergyAnalysisSurfaceType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/797dd02e-b6eb-e8b5-0ec8-febab80c0d8a.htm
2383,161,TextNoteLeaderTypes Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/79bbfd8e-1226-602b-0355-3a20c6ef3d89.htm
2384,161,DatumExtentType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7a968bc3-1860-6a8b-6f3a-2b23b80a56a5.htm
2385,161,ValueAtPointFlags Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7b08366e-61ca-caec-c097-173137ba48c5.htm
2386,161,StoneApplicationType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/7bda1285-1efa-3a73-44ab-f82880a3d7e8.htm
2387,161,SystemsAnalysisReportStyle Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/7c35982e-e55c-7d6e-89a9-d4078f92d6a5.htm
2388,161,"GetMaximumAllowedWidth Method (Document, ElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7d1c6767-3555-0321-f14a-a4e829c7171d.htm
2389,161,OpenConflictResult Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7d97b28b-b287-03c0-7d7d-205649ca4ecf.htm
2390,161,OpenConflictScenario Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7db711fa-cfb1-39da-a184-5aaf4230b660.htm
2391,161,PipeFlowState Enumeration,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/7e8a8103-9ac3-c933-2c90-9892a2f27d4a.htm
2392,161,LayerCategoryType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/7fc41293-ee24-a6cd-dc71-a5f9941cd0da.htm
2393,161,FlowConversionMode Enumeration,Autodesk.Revit.DB.Plumbing,RevitAPI,https://www.revitapidocs.com/2024/804bd904-a435-b0df-1c8c-8322d3fc8cca.htm
2394,161,RasterQualityType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/80ba5187-56f3-855b-8a90-c3c07481f57a.htm
2395,161,FormatStatus Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/81333f80-2181-8faa-9c1e-cadcda7f3b5e.htm
2396,161,ConceptualConstructionShadeType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/83f85da2-200e-1a3f-f879-9778de9ff548.htm
2397,161,PatternJustification Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/84331a13-d499-65fa-8d6c-75a83ee3cb42.htm
2398,161,RebarPresentationMode Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/84cfa6b2-460d-9d32-1f6a-55dbbfece098.htm
2399,161,PhaseStatusPresentation Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/84d5855c-fba2-b026-ee60-7f2a24b78129.htm
2400,161,MetalType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/8664a99d-0049-a305-8f70-ce358f71d607.htm
2401,161,RiserToTreadConnectionOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/871e2085-3752-a39d-db79-d7257c5c1c0b.htm
2402,161,AnalysisDisplayStyleVectorPosition Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/883645dc-2e29-663e-00ad-84a32621482c.htm
2403,161,RailingPlacementPosition Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/893811f2-d3ba-8ef4-a397-322416cfcbfd.htm
2404,161,AutomaticConnectionBehaviorType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8c50192d-a4a1-1c4d-51a4-b4c1f4e8288b.htm
2405,161,RailConnectionOption Enumeration,Autodesk.Revit.DB.Architecture,RevitAPI,https://www.revitapidocs.com/2024/8cbeb5fd-2eab-c387-b499-869cedb44a19.htm
2406,161,IFCFileFormat Enumeration,Autodesk.Revit.DB.IFC,RevitAPIIFC,https://www.revitapidocs.com/2024/8cc5d062-6b70-66c0-1ef6-4f2fdd084a61.htm
2407,161,BoundaryConditionsType Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/8cd53f01-4670-e13b-6431-0260dae7246a.htm
2408,161,DistributionOfNormals Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8e00e7aa-b39b-51b4-26e4-0f5c1404df32.htm
2409,161,CellType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8eaa9e7d-b5ba-6693-f9ac-ee57e789e280.htm
2410,161,"GetAssociatedPartMaker Method (Document, LinkElementId)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/8eb8008e-fc94-3bed-4000-270041373bdb.htm
2411,161,"IsValidTarget Method (FamilyInstance, Element)",Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/930335df-a9b3-d76c-1080-61cfb0d8ef2d.htm
2412,161,ConcreteFinishType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/93bdd9a4-f98d-8e24-3816-b40089161e66.htm
2413,161,ConnectorProfileType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/94482e32-e0e3-2340-c23c-6cef9348434e.htm
2414,161,SpatialFieldPrimitiveHideMode Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/946277c7-6e1a-7f6a-7bd3-7693904e74fd.htm
2415,161,PartsVisibility Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/95aab269-5f16-1080-6948-11dd7535af08.htm
2416,161,ReinforcementRoundingSource Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/95b4476e-50d0-a6bb-a062-91ca34d9bada.htm
2417,161,FabricLocation Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/965ab895-2f32-baaa-b065-d9cc4f359357.htm
2418,161,ModuleStatus Enumeration,Autodesk.Revit.DB.Macros,RevitAPIMacros,https://www.revitapidocs.com/2024/96f00239-87a1-eb58-3433-1d5f804c3a4d.htm
2419,161,DataTransferMode Enumeration,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/970e779d-cfc8-9b58-eb88-bf23df21477c.htm
2420,161,StonePatternType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/98a8f155-8aea-cb90-7aa6-9b530a563159.htm
2421,161,MetallicpaintFinishType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/993143b4-6de0-fdfb-b2b1-9d8fa7dc498e.htm
2422,161,ZoomFitType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9a2714db-3dc9-506a-e79e-9a4ad0d4b101.htm
2423,161,AdaptivePointConstraintType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9aa479aa-36be-bf1b-7570-026afcd4d02e.htm
2424,161,StripedRowPattern Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9b50cb0d-d42a-e8b0-9243-73f214c1c21d.htm
2425,161,RevisionNumberType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/9bbde707-5b86-1f51-d6a4-7c12cb8ac6e5.htm
2426,161,ReturnAirflowType Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/9d22c44b-d7b9-ba3f-3e3c-67ff1cf7156b.htm
2427,161,BentFabricBendDirection Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/9de03473-2c8d-840f-d5e6-745a4526e0c4.htm
2428,161,OccupancyUnit Enumeration,Autodesk.Revit.DB.Mechanical,RevitAPI,https://www.revitapidocs.com/2024/9e3fe969-4e01-c33f-5aa1-8b6f263194ee.htm
2429,161,ImageResolution Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a092ac09-7ca2-a928-94e5-27243284e423.htm
2430,161,RenderingQuality Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a120752c-e431-93a0-c359-5db2acf3378b.htm
2431,161,FabricSheetLayoutPattern Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/a13c4016-99f3-fc97-51ef-0ec2d534295a.htm
2432,161,DGNFileFormat Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a3229830-0f4f-8732-2d2f-554b4ef86b1a.htm
2433,161,TextBaselineStyle Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a3b95632-e5c3-de4e-4e94-0343b9f249e6.htm
2434,161,AnalysisMode Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/a4d5128f-91e8-06f4-c5c5-72ba0f705a48.htm
2435,161,RebarShapeVertexTurn Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/a59971ec-c31f-a05e-e2d7-65882e23a21f.htm
2436,161,AnalysisDisplayStyleDiagramTextLabelType Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/a5e5adae-1c91-3d7b-fb6d-b0c270c70d3c.htm
2437,161,RevitAPIEventStatus Enumeration,Autodesk.Revit.DB.Events,RevitAPI,https://www.revitapidocs.com/2024/a739b1f8-6b3b-a95b-b536-6e5d00d12e4e.htm
2438,161,AdaptivePointType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a766bd98-92b6-ea2f-2544-94acca1ad268.htm
2439,161,AllowedValues Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a777713f-d3be-3c45-29ee-09f9c7a83d9f.htm
2440,161,DoorEvacuationExitType Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a847ea7d-a1ea-48ed-e482-c56bb877cc25.htm
2441,161,RebarStyle Enumeration,Autodesk.Revit.DB.Structure,RevitAPI,https://www.revitapidocs.com/2024/a9ac65a6-29e6-25e5-caca-502e21385f47.htm
2442,161,GetFamilyTypeParameterValues Method,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/a9c8ff23-17ec-1b87-e58a-4be589217766.htm
2443,161,MetallicpaintPearlType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/a9fbd00c-d3c6-da9d-26ff-7b6b2334458f.htm
2444,161,FittingAngleUsage Enumeration,Autodesk.Revit.DB,RevitAPI,https://www.revitapidocs.com/2024/aac7ada1-a94c-8f2c-39b9-570f1f0825c8.htm
2445,161,AnalysisDisplayStyleVectorOrientation Enumeration,Autodesk.Revit.DB.Analysis,RevitAPI,https://www.revitapidocs.com/2024/ad457f4d-a384-5755-178e-0a749be26196.htm
2446,161,CeramicApplicationType Enumeration,Autodesk.Revit.DB.Visual,RevitAPI,https://www.revitapidocs.com/2024/ae641cce-13c4-72ef-937c-d30776d18ae2.htm
